,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
damageDealt,-0.27473462771882573,0.06035847938667991,-0.2612805274861787,-0.17910051709843813,-0.17410189819977098,0.0017809845567658168,0.067622995104801,0.07806963122495908,-0.03438314528098855,0.041014691494265954,0.15220022165305114,0.04168331411921928,0.06663710572261237,-0.029744792511952608,-0.006313018009729804,-0.31180508469256407,0.6305345280803109,-0.20683620098970437,0.342412491137729,0.2622352228249759
headshotKills,-0.19194687237611033,0.05461807363925185,-0.2552193148173556,-0.2282728015697846,-0.2926387411195127,0.030734305325291998,0.13242841701971556,0.16857640180851796,-0.0361495267395111,0.10297947469210937,0.15508751732594037,0.18330439559438594,-0.7221040307581851,-0.1629929117911707,-0.021036164649575032,0.1780013310319511,-0.2291210032725683,0.04751110965593232,-0.05639046915005377,0.022566429972592165
heals,-0.18373990765394788,0.05881213649484502,-0.08731082047773447,0.322869712559568,-0.010742505652297858,0.12401811223808124,-0.2882079522114124,0.010840731410530824,-0.2716255472887949,0.4328032888247009,0.514092402853296,-0.4358344263264455,0.037219158860240575,0.10012300070884084,-0.00952930692412603,0.02454420642419533,-0.10119673147420927,0.11472127438534965,0.032816561133873844,-0.016236068854722223
killPoints,-0.0354887689481241,-0.49010169292571726,-0.16571565649495834,0.06013169149912702,-0.004763455987943376,-0.0018928264424019074,-0.01989863087248415,-0.00926106476942801,0.016534581501239105,0.004479837162807653,-0.011679083567456283,0.015384560918484334,0.013044807939073495,-0.013056422860573385,-0.04270782439340956,0.1258632292738751,0.13239446857452514,0.07350102105676933,-0.03268083198338513,-0.013991043070384693
killStreaks,-0.2372682849469554,0.06080933960823495,-0.2664557936296584,-0.18187061846367913,-0.23582799349140363,0.013373067250944634,0.0038227879836058368,0.12060338357749541,-0.12620413999586969,-0.00953058460338791,0.0065128627286843675,0.20434756325524292,0.5033924217900513,-0.1860290292506309,-0.36510155177168624,-0.23859423674843308,-0.22378469997303438,0.21430922923154114,-0.28792075612637685,-0.2056055742438252
longestKill,-0.2169103644569319,0.06693679582419639,-0.2284128133335234,-0.036056380692421855,-0.262736919922983,0.04466856052114247,0.16152849909734587,0.07766348675128944,-0.07417648265778816,0.046876320231393,-0.5295583544104655,-0.334009975358013,0.02380734083294483,0.5994382189471631,0.14232906441026377,0.07339347962448557,-0.055714380064006204,0.04139156689980794,-0.025551308726421276,-0.030844441361988266
matchDuration,-0.007965121124335985,0.0814104815326012,-0.013820977532434196,0.4649068433961438,-0.09756643882704524,-0.04317128871860938,0.6039749670771397,0.2857512061504744,0.40414796476366244,0.16671778879745353,0.194567018770237,0.08581675420643405,0.18108058394864554,0.011940827854112449,-0.008074871824686532,0.14170340069879767,-0.014121427966742622,-0.15268174757937555,-0.07732455128393344,0.005889282191071335
maxPlace,0.13829477621621697,0.10182363731983712,-0.3894460973184057,0.025356101113011256,0.026002583897499664,0.06433747882292405,-0.15441523517067424,-0.39206893756373173,0.481496530571319,0.29701604098105705,-0.11119211733831466,0.02752736087653652,-0.03259537598772325,-0.05614284330730353,0.061481746193265435,-0.17142661929386052,-0.04655372515037844,0.08759892220699206,-0.0284326411418628,0.019549439637331918
teamKills,-0.01725278336310995,0.029499424908963023,0.029391544865714794,0.09930305432196201,-0.1972772482490398,-0.6699029964478359,-0.49492721615597335,0.40816725505981305,0.2758915553218734,-0.0025567947622326995,-0.08472870220365318,-0.05965850157605035,-0.030057361982232165,-0.01812292903531468,0.001189182201993766,-0.0052548720363205705,0.016153343821716164,-0.020393518010390698,0.00044728782974043336,-0.0056759857025155715
vehicleDestroys,-0.04281853978829038,0.0194031347974361,-0.016083989038320562,0.14074383560333031,-0.20979166159290394,-0.6235790106383439,0.26440465963422577,-0.6093605433426905,-0.30349639955303226,-0.009730480406466653,0.08604760450003009,0.0517195338970676,-0.006161867454606025,0.0055533330147543355,0.020841476362594338,0.019043273221017055,-0.018050933560796664,0.00042469616568915187,-0.012010000227128032,-0.0011636337417760701
weaponsAcquired,-0.19272632988793845,0.0697627578281405,-0.12817474270880108,0.2844185336184943,-0.002232453089143903,0.1106203142530007,-0.1615465337515613,-0.10916424356037481,0.16781602982069677,-0.6442632226861942,0.31508154266488597,0.16162654777173552,-0.14337099736202313,0.3895805244686609,0.018954160832454426,-0.1832466343764758,-0.005098234983636183,0.06444769228866724,-0.1765489024225111,-0.007404058280116525
winPoints,-0.024308889708179522,-0.4909406379212765,-0.1696662765600923,0.07787167265426884,0.009483494232989415,-0.0030588772311570824,-0.018904194330601216,-0.012378334768995747,0.025566185426448628,-0.003415060114445714,-0.010537462286255572,0.01603663598797239,0.002342168001372262,-0.004696712432337746,-0.05100831894010806,0.16652675571431683,0.13927656705173788,0.0988285465630332,-0.039867076238923674,-0.03941590421471498
duo,0.07235578568700275,0.07654351140269447,-0.326392792130978,0.06108006728932853,0.5336141602802154,-0.23203738105210475,0.16467452761642037,0.3389106972800993,-0.3895888910776878,-0.14892372356706154,-0.014651395297198585,-0.013184266289137355,-0.040911547096697594,0.005133395236300591,0.011000881225200385,-0.018208461940482645,-0.019272743993167224,0.0059203765505742795,-0.009757657923293493,0.014112598138531548
squad,-0.1412330405558793,-0.12526913837397818,0.48841055936544614,-0.056714425375445056,-0.37033895456006866,0.10561630627568273,-0.00138736488650772,0.05753801326811775,-0.09752044087461736,-0.09442118348213262,0.07346024708937528,-0.00819043886793293,0.049980319102720376,0.03384185893995493,-0.060775021630830595,0.11042858033054377,0.04549689425317213,-0.037956634581507116,-0.009667294609079058,-0.0029370688836616032
